time,price
2014-12-05 13:30:00.000,1205.4
2014-12-05 13:30:00.100,1205.415
2014-12-05 13:30:00.200,1205.415
2014-12-05 13:30:00.300,1205.415
2014-12-05 13:30:00.400,1206.414
2014-12-05 13:30:00.500,1206.414
2014-12-05 13:30:00.600,1205.85
2014-12-05 13:30:00.700,1205.85
2014-12-05 13:30:00.800,1206.19
2014-12-05 13:30:00.900,1205.845
2014-12-05 13:30:01.000,1205.845
2014-12-05 13:30:01.100,1206.21
2014-12-05 13:30:01.200,1206.305
2014-12-05 13:30:01.300,1198.2
2014-12-05 13:30:01.400,1198.2
2014-12-05 13:30:01.500,1198.2
2014-12-05 13:30:01.600,1198.2
2014-12-05 13:30:01.700,1198.15
2014-12-05 13:30:01.800,1197.815
2014-12-05 13:30:01.900,1198.0
2014-12-05 13:30:02.000,1197.9135
2014-12-05 13:30:02.100,1197.9135
2014-12-05 13:30:02.200,1197.115
2014-12-05 13:30:02.300,1197.115
2014-12-05 13:30:02.400,1197.115
2014-12-05 13:30:02.500,1197.85
2014-12-05 13:30:02.600,1197.85
2014-12-05 13:30:02.700,1197.85
2014-12-05 13:30:02.800,1198.3
2014-12-05 13:30:02.900,1198.3
2014-12-05 13:30:03.000,1198.3
2014-12-05 13:30:03.100,1198.13
2014-12-05 13:30:03.200,1198.115
2014-12-05 13:30:03.300,1198.115
2014-12-05 13:30:03.400,1198.2
2014-12-05 13:30:03.500,1198.075
2014-12-05 13:30:03.600,1198.03
2014-12-05 13:30:03.700,1197.745
2014-12-05 13:30:03.800,1197.695
2014-12-05 13:30:03.900,1197.93
2014-12-05 13:30:04.000,1197.55
2014-12-05 13:30:04.100,1197.55
2014-12-05 13:30:04.200,1197.605
2014-12-05 13:30:04.300,1197.605
2014-12-05 13:30:04.400,1197.23
2014-12-05 13:30:04.500,1197.23
2014-12-05 13:30:04.600,1197.23
2014-12-05 13:30:04.700,1196.935
2014-12-05 13:30:04.800,1196.61
2014-12-05 13:30:04.900,1196.61
2014-12-05 13:30:05.000,1196.43
2014-12-05 13:30:05.100,1196.43
2014-12-05 13:30:05.200,1196.5
2014-12-05 13:30:05.300,1196.385
2014-12-05 13:30:05.400,1196.2
2014-12-05 13:30:05.500,1196.35
2014-12-05 13:30:05.600,1196.3
2014-12-05 13:30:05.700,1196.25
2014-12-05 13:30:05.800,1196.25
2014-12-05 13:30:05.900,1196.25
2014-12-05 13:30:06.000,1196.2
2014-12-05 13:30:06.100,1196.15
2014-12-05 13:30:06.200,1196.15
2014-12-05 13:30:06.300,1196.15
2014-12-05 13:30:06.400,1196.13
2014-12-05 13:30:06.500,1196.13
2014-12-05 13:30:06.600,1196.13
2014-12-05 13:30:06.700,1196.14
2014-12-05 13:30:06.800,1195.8
2014-12-05 13:30:06.900,1195.8
2014-12-05 13:30:07.000,1195.8
2014-12-05 13:30:07.100,1195.775
2014-12-05 13:30:07.200,1195.75
2014-12-05 13:30:07.300,1195.905
2014-12-05 13:30:07.400,1196.145
2014-12-05 13:30:07.500,1196.19
2014-12-05 13:30:07.600,1195.815
2014-12-05 13:30:07.700,1195.815
2014-12-05 13:30:07.800,1195.815
2014-12-05 13:30:07.900,1195.945
2014-12-05 13:30:08.000,1195.965
2014-12-05 13:30:08.100,1195.965
2014-12-05 13:30:08.200,1195.94
2014-12-05 13:30:08.300,1196.0095
2014-12-05 13:30:08.400,1196.04
2014-12-05 13:30:08.500,1195.955
2014-12-05 13:30:08.600,1195.73
2014-12-05 13:30:08.700,1195.73
2014-12-05 13:30:08.800,1195.8045
2014-12-05 13:30:08.900,1195.7
2014-12-05 13:30:09.000,1195.7
2014-12-05 13:30:09.100,1195.745
